match,team1,team2,season,date,series,match_number,venue,player_of_match,winner,over,team,runs,runs_total
533282 - Ireland vs West Indies,Ireland,West Indies,2012/13,2012-09-24,,11,R Premadasa Stadium,,,5,Ireland,51,51
533282 - Ireland vs West Indies,Ireland,West Indies,2012/13,2012-09-24,,11,R Premadasa Stadium,,,10,Ireland,38,89
533282 - Ireland vs West Indies,Ireland,West Indies,2012/13,2012-09-24,,11,R Premadasa Stadium,,,15,Ireland,16,105
533282 - Ireland vs West Indies,Ireland,West Indies,2012/13,2012-09-24,,11,R Premadasa Stadium,,,20,Ireland,37,142
533283 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2012/13,2012-09-25,,12,Pallekele International Cricket Stadium,Imran Nazir,Pakistan,5,Bangladesh,37,37
533283 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2012/13,2012-09-25,,12,Pallekele International Cricket Stadium,Imran Nazir,Pakistan,10,Bangladesh,39,76
533283 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2012/13,2012-09-25,,12,Pallekele International Cricket Stadium,Imran Nazir,Pakistan,15,Bangladesh,43,119
533283 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2012/13,2012-09-25,,12,Pallekele International Cricket Stadium,Imran Nazir,Pakistan,20,Bangladesh,38,157
533283 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2012/13,2012-09-25,,12,Pallekele International Cricket Stadium,Imran Nazir,Pakistan,5,Pakistan,47,47
533283 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2012/13,2012-09-25,,12,Pallekele International Cricket Stadium,Imran Nazir,Pakistan,10,Pakistan,2,49
533283 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2012/13,2012-09-25,,12,Pallekele International Cricket Stadium,Imran Nazir,Pakistan,15,Pakistan,30,79
533283 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2012/13,2012-09-25,,12,Pallekele International Cricket Stadium,Imran Nazir,Pakistan,20,Pakistan,34,113
533284 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2012/13,2012-09-27,,13,Pallekele International Cricket Stadium,TM Dilshan,,5,New Zealand,28,28
533284 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2012/13,2012-09-27,,13,Pallekele International Cricket Stadium,TM Dilshan,,10,New Zealand,54,82
533284 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2012/13,2012-09-27,,13,Pallekele International Cricket Stadium,TM Dilshan,,15,New Zealand,23,105
533284 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2012/13,2012-09-27,,13,Pallekele International Cricket Stadium,TM Dilshan,,20,New Zealand,53,158
533284 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2012/13,2012-09-27,,13,Pallekele International Cricket Stadium,TM Dilshan,,5,Sri Lanka,42,42
533284 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2012/13,2012-09-27,,13,Pallekele International Cricket Stadium,TM Dilshan,,10,Sri Lanka,29,71
533284 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2012/13,2012-09-27,,13,Pallekele International Cricket Stadium,TM Dilshan,,15,Sri Lanka,36,107
533284 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2012/13,2012-09-27,,13,Pallekele International Cricket Stadium,TM Dilshan,,20,Sri Lanka,24,131
533285 - England vs West Indies,England,West Indies,2012/13,2012-09-27,,14,Pallekele International Cricket Stadium,J Charles,West Indies,5,West Indies,45,45
533285 - England vs West Indies,England,West Indies,2012/13,2012-09-27,,14,Pallekele International Cricket Stadium,J Charles,West Indies,10,West Indies,23,68
533285 - England vs West Indies,England,West Indies,2012/13,2012-09-27,,14,Pallekele International Cricket Stadium,J Charles,West Indies,15,West Indies,30,98
533285 - England vs West Indies,England,West Indies,2012/13,2012-09-27,,14,Pallekele International Cricket Stadium,J Charles,West Indies,20,West Indies,40,138
533285 - England vs West Indies,England,West Indies,2012/13,2012-09-27,,14,Pallekele International Cricket Stadium,J Charles,West Indies,5,England,40,40
533285 - England vs West Indies,England,West Indies,2012/13,2012-09-27,,14,Pallekele International Cricket Stadium,J Charles,West Indies,10,England,19,59
533285 - England vs West Indies,England,West Indies,2012/13,2012-09-27,,14,Pallekele International Cricket Stadium,J Charles,West Indies,15,England,43,102
533285 - England vs West Indies,England,West Indies,2012/13,2012-09-27,,14,Pallekele International Cricket Stadium,J Charles,West Indies,20,England,43,145
533286 - Pakistan vs South Africa,Pakistan,South Africa,2012/13,2012-09-28,,15,R Premadasa Stadium,Umar Gul,Pakistan,5,South Africa,22,22
533286 - Pakistan vs South Africa,Pakistan,South Africa,2012/13,2012-09-28,,15,R Premadasa Stadium,Umar Gul,Pakistan,10,South Africa,31,53
533286 - Pakistan vs South Africa,Pakistan,South Africa,2012/13,2012-09-28,,15,R Premadasa Stadium,Umar Gul,Pakistan,15,South Africa,25,78
533286 - Pakistan vs South Africa,Pakistan,South Africa,2012/13,2012-09-28,,15,R Premadasa Stadium,Umar Gul,Pakistan,20,South Africa,31,109
533286 - Pakistan vs South Africa,Pakistan,South Africa,2012/13,2012-09-28,,15,R Premadasa Stadium,Umar Gul,Pakistan,5,Pakistan,43,43
533286 - Pakistan vs South Africa,Pakistan,South Africa,2012/13,2012-09-28,,15,R Premadasa Stadium,Umar Gul,Pakistan,10,Pakistan,40,83
533286 - Pakistan vs South Africa,Pakistan,South Africa,2012/13,2012-09-28,,15,R Premadasa Stadium,Umar Gul,Pakistan,15,Pakistan,77,160
533286 - Pakistan vs South Africa,Pakistan,South Africa,2012/13,2012-09-28,,15,R Premadasa Stadium,Umar Gul,Pakistan,20,Pakistan,33,193
533288 - England vs New Zealand,England,New Zealand,2012/13,2012-09-29,,17,Pallekele International Cricket Stadium,LJ Wright,England,5,New Zealand,32,32
533288 - England vs New Zealand,England,New Zealand,2012/13,2012-09-29,,17,Pallekele International Cricket Stadium,LJ Wright,England,10,New Zealand,48,80
533288 - England vs New Zealand,England,New Zealand,2012/13,2012-09-29,,17,Pallekele International Cricket Stadium,LJ Wright,England,15,New Zealand,41,121
533288 - England vs New Zealand,England,New Zealand,2012/13,2012-09-29,,17,Pallekele International Cricket Stadium,LJ Wright,England,20,New Zealand,19,140
533288 - England vs New Zealand,England,New Zealand,2012/13,2012-09-29,,17,Pallekele International Cricket Stadium,LJ Wright,England,5,England,26,26
533288 - England vs New Zealand,England,New Zealand,2012/13,2012-09-29,,17,Pallekele International Cricket Stadium,LJ Wright,England,10,England,37,63
533288 - England vs New Zealand,England,New Zealand,2012/13,2012-09-29,,17,Pallekele International Cricket Stadium,LJ Wright,England,15,England,35,98
533288 - England vs New Zealand,England,New Zealand,2012/13,2012-09-29,,17,Pallekele International Cricket Stadium,LJ Wright,England,20,England,30,128
533289 - Sri Lanka vs West Indies,Sri Lanka,West Indies,2012/13,2012-09-29,,18,Pallekele International Cricket Stadium,DPMD Jayawardene,Sri Lanka,5,West Indies,38,38
533289 - Sri Lanka vs West Indies,Sri Lanka,West Indies,2012/13,2012-09-29,,18,Pallekele International Cricket Stadium,DPMD Jayawardene,Sri Lanka,10,West Indies,41,79
533289 - Sri Lanka vs West Indies,Sri Lanka,West Indies,2012/13,2012-09-29,,18,Pallekele International Cricket Stadium,DPMD Jayawardene,Sri Lanka,15,West Indies,43,122
533289 - Sri Lanka vs West Indies,Sri Lanka,West Indies,2012/13,2012-09-29,,18,Pallekele International Cricket Stadium,DPMD Jayawardene,Sri Lanka,20,West Indies,32,154
533289 - Sri Lanka vs West Indies,Sri Lanka,West Indies,2012/13,2012-09-29,,18,Pallekele International Cricket Stadium,DPMD Jayawardene,Sri Lanka,5,Sri Lanka,41,41
533289 - Sri Lanka vs West Indies,Sri Lanka,West Indies,2012/13,2012-09-29,,18,Pallekele International Cricket Stadium,DPMD Jayawardene,Sri Lanka,10,Sri Lanka,34,75
533289 - Sri Lanka vs West Indies,Sri Lanka,West Indies,2012/13,2012-09-29,,18,Pallekele International Cricket Stadium,DPMD Jayawardene,Sri Lanka,15,Sri Lanka,44,119
533289 - Sri Lanka vs West Indies,Sri Lanka,West Indies,2012/13,2012-09-29,,18,Pallekele International Cricket Stadium,DPMD Jayawardene,Sri Lanka,20,Sri Lanka,24,143
533290 - Australia vs South Africa,Australia,South Africa,2012/13,2012-09-30,,19,R Premadasa Stadium,SR Watson,Australia,5,South Africa,38,38
533290 - Australia vs South Africa,Australia,South Africa,2012/13,2012-09-30,,19,R Premadasa Stadium,SR Watson,Australia,10,South Africa,38,76
533290 - Australia vs South Africa,Australia,South Africa,2012/13,2012-09-30,,19,R Premadasa Stadium,SR Watson,Australia,15,South Africa,39,115
533290 - Australia vs South Africa,Australia,South Africa,2012/13,2012-09-30,,19,R Premadasa Stadium,SR Watson,Australia,20,South Africa,26,141
533290 - Australia vs South Africa,Australia,South Africa,2012/13,2012-09-30,,19,R Premadasa Stadium,SR Watson,Australia,5,Australia,32,32
533290 - Australia vs South Africa,Australia,South Africa,2012/13,2012-09-30,,19,R Premadasa Stadium,SR Watson,Australia,10,Australia,34,66
533290 - Australia vs South Africa,Australia,South Africa,2012/13,2012-09-30,,19,R Premadasa Stadium,SR Watson,Australia,15,Australia,31,97
533290 - Australia vs South Africa,Australia,South Africa,2012/13,2012-09-30,,19,R Premadasa Stadium,SR Watson,Australia,20,Australia,33,130
533291 - India vs Pakistan,India,Pakistan,2012/13,2012-09-30,,20,R Premadasa Stadium,V Kohli,India,5,Pakistan,41,41
533291 - India vs Pakistan,India,Pakistan,2012/13,2012-09-30,,20,R Premadasa Stadium,V Kohli,India,10,Pakistan,58,99
533291 - India vs Pakistan,India,Pakistan,2012/13,2012-09-30,,20,R Premadasa Stadium,V Kohli,India,15,Pakistan,73,172
533291 - India vs Pakistan,India,Pakistan,2012/13,2012-09-30,,20,R Premadasa Stadium,V Kohli,India,20,Pakistan,31,203
533291 - India vs Pakistan,India,Pakistan,2012/13,2012-09-30,,20,R Premadasa Stadium,V Kohli,India,5,India,33,33
533291 - India vs Pakistan,India,Pakistan,2012/13,2012-09-30,,20,R Premadasa Stadium,V Kohli,India,10,India,57,90
533291 - India vs Pakistan,India,Pakistan,2012/13,2012-09-30,,20,R Premadasa Stadium,V Kohli,India,15,India,10,100
533291 - India vs Pakistan,India,Pakistan,2012/13,2012-09-30,,20,R Premadasa Stadium,V Kohli,India,20,India,12,112
533292 - New Zealand vs West Indies,New Zealand,West Indies,2012/13,2012-10-01,,21,Pallekele International Cricket Stadium,SP Narine,,5,West Indies,20,20
533292 - New Zealand vs West Indies,New Zealand,West Indies,2012/13,2012-10-01,,21,Pallekele International Cricket Stadium,SP Narine,,10,West Indies,55,75
533292 - New Zealand vs West Indies,New Zealand,West Indies,2012/13,2012-10-01,,21,Pallekele International Cricket Stadium,SP Narine,,15,West Indies,50,125
533292 - New Zealand vs West Indies,New Zealand,West Indies,2012/13,2012-10-01,,21,Pallekele International Cricket Stadium,SP Narine,,20,West Indies,26,151
533292 - New Zealand vs West Indies,New Zealand,West Indies,2012/13,2012-10-01,,21,Pallekele International Cricket Stadium,SP Narine,,5,New Zealand,25,25
533292 - New Zealand vs West Indies,New Zealand,West Indies,2012/13,2012-10-01,,21,Pallekele International Cricket Stadium,SP Narine,,10,New Zealand,21,46
533292 - New Zealand vs West Indies,New Zealand,West Indies,2012/13,2012-10-01,,21,Pallekele International Cricket Stadium,SP Narine,,15,New Zealand,29,75
533292 - New Zealand vs West Indies,New Zealand,West Indies,2012/13,2012-10-01,,21,Pallekele International Cricket Stadium,SP Narine,,20,New Zealand,24,99
533293 - Sri Lanka vs England,Sri Lanka,England,2012/13,2012-10-01,,22,Pallekele International Cricket Stadium,SL Malinga,Sri Lanka,5,Sri Lanka,33,33
533293 - Sri Lanka vs England,Sri Lanka,England,2012/13,2012-10-01,,22,Pallekele International Cricket Stadium,SL Malinga,Sri Lanka,10,Sri Lanka,44,77
533293 - Sri Lanka vs England,Sri Lanka,England,2012/13,2012-10-01,,22,Pallekele International Cricket Stadium,SL Malinga,Sri Lanka,15,Sri Lanka,71,148
533293 - Sri Lanka vs England,Sri Lanka,England,2012/13,2012-10-01,,22,Pallekele International Cricket Stadium,SL Malinga,Sri Lanka,20,Sri Lanka,35,183
533293 - Sri Lanka vs England,Sri Lanka,England,2012/13,2012-10-01,,22,Pallekele International Cricket Stadium,SL Malinga,Sri Lanka,5,England,37,37
533293 - Sri Lanka vs England,Sri Lanka,England,2012/13,2012-10-01,,22,Pallekele International Cricket Stadium,SL Malinga,Sri Lanka,10,England,55,92
533293 - Sri Lanka vs England,Sri Lanka,England,2012/13,2012-10-01,,22,Pallekele International Cricket Stadium,SL Malinga,Sri Lanka,15,England,46,138
533293 - Sri Lanka vs England,Sri Lanka,England,2012/13,2012-10-01,,22,Pallekele International Cricket Stadium,SL Malinga,Sri Lanka,20,England,36,174
533294 - Australia vs Pakistan,Australia,Pakistan,2012/13,2012-10-02,,23,R Premadasa Stadium,Raza Hasan,Pakistan,5,Pakistan,28,28
533294 - Australia vs Pakistan,Australia,Pakistan,2012/13,2012-10-02,,23,R Premadasa Stadium,Raza Hasan,Pakistan,10,Pakistan,19,47
533294 - Australia vs Pakistan,Australia,Pakistan,2012/13,2012-10-02,,23,R Premadasa Stadium,Raza Hasan,Pakistan,15,Pakistan,35,82
533294 - Australia vs Pakistan,Australia,Pakistan,2012/13,2012-10-02,,23,R Premadasa Stadium,Raza Hasan,Pakistan,20,Pakistan,34,116
533294 - Australia vs Pakistan,Australia,Pakistan,2012/13,2012-10-02,,23,R Premadasa Stadium,Raza Hasan,Pakistan,5,Australia,27,27
533294 - Australia vs Pakistan,Australia,Pakistan,2012/13,2012-10-02,,23,R Premadasa Stadium,Raza Hasan,Pakistan,10,Australia,31,58
533294 - Australia vs Pakistan,Australia,Pakistan,2012/13,2012-10-02,,23,R Premadasa Stadium,Raza Hasan,Pakistan,15,Australia,27,85
533294 - Australia vs Pakistan,Australia,Pakistan,2012/13,2012-10-02,,23,R Premadasa Stadium,Raza Hasan,Pakistan,20,Australia,41,126
533295 - India vs South Africa,India,South Africa,2012/13,2012-10-02,,24,R Premadasa Stadium,Yuvraj Singh,India,5,India,109,109
533295 - India vs South Africa,India,South Africa,2012/13,2012-10-02,,24,R Premadasa Stadium,Yuvraj Singh,India,10,India,62,171
533295 - India vs South Africa,India,South Africa,2012/13,2012-10-02,,24,R Premadasa Stadium,Yuvraj Singh,India,15,India,56,227
533295 - India vs South Africa,India,South Africa,2012/13,2012-10-02,,24,R Premadasa Stadium,Yuvraj Singh,India,20,India,34,261
533295 - India vs South Africa,India,South Africa,2012/13,2012-10-02,,24,R Premadasa Stadium,Yuvraj Singh,India,5,South Africa,56,56
533295 - India vs South Africa,India,South Africa,2012/13,2012-10-02,,24,R Premadasa Stadium,Yuvraj Singh,India,10,South Africa,23,79
533295 - India vs South Africa,India,South Africa,2012/13,2012-10-02,,24,R Premadasa Stadium,Yuvraj Singh,India,15,South Africa,38,117
533295 - India vs South Africa,India,South Africa,2012/13,2012-10-02,,24,R Premadasa Stadium,Yuvraj Singh,India,20,South Africa,30,147
533296 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012/13,2012-10-04,,,R Premadasa Stadium,DPMD Jayawardene,Sri Lanka,5,Sri Lanka,15,15
533296 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012/13,2012-10-04,,,R Premadasa Stadium,DPMD Jayawardene,Sri Lanka,10,Sri Lanka,17,32
533296 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012/13,2012-10-04,,,R Premadasa Stadium,DPMD Jayawardene,Sri Lanka,15,Sri Lanka,28,60
533296 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012/13,2012-10-04,,,R Premadasa Stadium,DPMD Jayawardene,Sri Lanka,20,Sri Lanka,25,85
533296 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012/13,2012-10-04,,,R Premadasa Stadium,DPMD Jayawardene,Sri Lanka,5,Pakistan,35,35
533296 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012/13,2012-10-04,,,R Premadasa Stadium,DPMD Jayawardene,Sri Lanka,10,Pakistan,28,63
533296 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012/13,2012-10-04,,,R Premadasa Stadium,DPMD Jayawardene,Sri Lanka,15,Pakistan,35,98
533296 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012/13,2012-10-04,,,R Premadasa Stadium,DPMD Jayawardene,Sri Lanka,20,Pakistan,52,150
533297 - Australia vs West Indies,Australia,West Indies,2012/13,2012-10-05,,,R Premadasa Stadium,CH Gayle,West Indies,5,West Indies,35,35
533297 - Australia vs West Indies,Australia,West Indies,2012/13,2012-10-05,,,R Premadasa Stadium,CH Gayle,West Indies,10,West Indies,40,75
533297 - Australia vs West Indies,Australia,West Indies,2012/13,2012-10-05,,,R Premadasa Stadium,CH Gayle,West Indies,15,West Indies,44,119
533297 - Australia vs West Indies,Australia,West Indies,2012/13,2012-10-05,,,R Premadasa Stadium,CH Gayle,West Indies,20,West Indies,34,153
533297 - Australia vs West Indies,Australia,West Indies,2012/13,2012-10-05,,,R Premadasa Stadium,CH Gayle,West Indies,5,Australia,47,47
533297 - Australia vs West Indies,Australia,West Indies,2012/13,2012-10-05,,,R Premadasa Stadium,CH Gayle,West Indies,10,Australia,63,110
533297 - Australia vs West Indies,Australia,West Indies,2012/13,2012-10-05,,,R Premadasa Stadium,CH Gayle,West Indies,15,Australia,30,140
533297 - Australia vs West Indies,Australia,West Indies,2012/13,2012-10-05,,,R Premadasa Stadium,CH Gayle,West Indies,20,Australia,20,160
533298 - Sri Lanka vs West Indies,Sri Lanka,West Indies,2012/13,2012-10-07,,,R Premadasa Stadium,MN Samuels,West Indies,5,West Indies,38,38
533298 - Sri Lanka vs West Indies,Sri Lanka,West Indies,2012/13,2012-10-07,,,R Premadasa Stadium,MN Samuels,West Indies,10,West Indies,37,75
533298 - Sri Lanka vs West Indies,Sri Lanka,West Indies,2012/13,2012-10-07,,,R Premadasa Stadium,MN Samuels,West Indies,15,West Indies,36,111
533298 - Sri Lanka vs West Indies,Sri Lanka,West Indies,2012/13,2012-10-07,,,R Premadasa Stadium,MN Samuels,West Indies,20,West Indies,35,146
533298 - Sri Lanka vs West Indies,Sri Lanka,West Indies,2012/13,2012-10-07,,,R Premadasa Stadium,MN Samuels,West Indies,5,Sri Lanka,16,16
533298 - Sri Lanka vs West Indies,Sri Lanka,West Indies,2012/13,2012-10-07,,,R Premadasa Stadium,MN Samuels,West Indies,10,Sri Lanka,32,48
533298 - Sri Lanka vs West Indies,Sri Lanka,West Indies,2012/13,2012-10-07,,,R Premadasa Stadium,MN Samuels,West Indies,15,Sri Lanka,37,85
533298 - Sri Lanka vs West Indies,Sri Lanka,West Indies,2012/13,2012-10-07,,,R Premadasa Stadium,MN Samuels,West Indies,20,Sri Lanka,22,107
534208 - England vs West Indies,England,West Indies,2012,2012-06-24,,,Trent Bridge,AD Hales,England,5,West Indies,35,35
534208 - England vs West Indies,England,West Indies,2012,2012-06-24,,,Trent Bridge,AD Hales,England,10,West Indies,30,65
534208 - England vs West Indies,England,West Indies,2012,2012-06-24,,,Trent Bridge,AD Hales,England,15,West Indies,40,105
534208 - England vs West Indies,England,West Indies,2012,2012-06-24,,,Trent Bridge,AD Hales,England,20,West Indies,4,109
534208 - England vs West Indies,England,West Indies,2012,2012-06-24,,,Trent Bridge,AD Hales,England,5,England,27,27
534208 - England vs West Indies,England,West Indies,2012,2012-06-24,,,Trent Bridge,AD Hales,England,10,England,29,56
534208 - England vs West Indies,England,West Indies,2012,2012-06-24,,,Trent Bridge,AD Hales,England,15,England,34,90
534208 - England vs West Indies,England,West Indies,2012,2012-06-24,,,Trent Bridge,AD Hales,England,20,England,41,131
534233 - England vs South Africa,England,South Africa,2012,2012-09-08,South Africa in England T20I Series,1,Riverside Ground,DW Steyn,South Africa,5,England,37,37
534233 - England vs South Africa,England,South Africa,2012,2012-09-08,South Africa in England T20I Series,1,Riverside Ground,DW Steyn,South Africa,10,England,48,85
534233 - England vs South Africa,England,South Africa,2012,2012-09-08,South Africa in England T20I Series,1,Riverside Ground,DW Steyn,South Africa,15,England,28,113
534233 - England vs South Africa,England,South Africa,2012,2012-09-08,South Africa in England T20I Series,1,Riverside Ground,DW Steyn,South Africa,20,England,19,132
534233 - England vs South Africa,England,South Africa,2012,2012-09-08,South Africa in England T20I Series,1,Riverside Ground,DW Steyn,South Africa,5,South Africa,21,21
534233 - England vs South Africa,England,South Africa,2012,2012-09-08,South Africa in England T20I Series,1,Riverside Ground,DW Steyn,South Africa,10,South Africa,26,47
534233 - England vs South Africa,England,South Africa,2012,2012-09-08,South Africa in England T20I Series,1,Riverside Ground,DW Steyn,South Africa,15,South Africa,35,82
534233 - England vs South Africa,England,South Africa,2012,2012-09-08,South Africa in England T20I Series,1,Riverside Ground,DW Steyn,South Africa,20,South Africa,25,107
538068 - Bangladesh vs Pakistan,Bangladesh,Pakistan,11-Dec,2011-11-29,,,Shere Bangla National Stadium,Mohammad Hafeez,Pakistan,5,Pakistan,27,27
538068 - Bangladesh vs Pakistan,Bangladesh,Pakistan,11-Dec,2011-11-29,,,Shere Bangla National Stadium,Mohammad Hafeez,Pakistan,10,Pakistan,34,61
538068 - Bangladesh vs Pakistan,Bangladesh,Pakistan,11-Dec,2011-11-29,,,Shere Bangla National Stadium,Mohammad Hafeez,Pakistan,15,Pakistan,10,71
538068 - Bangladesh vs Pakistan,Bangladesh,Pakistan,11-Dec,2011-11-29,,,Shere Bangla National Stadium,Mohammad Hafeez,Pakistan,20,Pakistan,23,94
538068 - Bangladesh vs Pakistan,Bangladesh,Pakistan,11-Dec,2011-11-29,,,Shere Bangla National Stadium,Mohammad Hafeez,Pakistan,5,Bangladesh,20,20
538068 - Bangladesh vs Pakistan,Bangladesh,Pakistan,11-Dec,2011-11-29,,,Shere Bangla National Stadium,Mohammad Hafeez,Pakistan,10,Bangladesh,21,41
538068 - Bangladesh vs Pakistan,Bangladesh,Pakistan,11-Dec,2011-11-29,,,Shere Bangla National Stadium,Mohammad Hafeez,Pakistan,15,Bangladesh,7,48
538068 - Bangladesh vs Pakistan,Bangladesh,Pakistan,11-Dec,2011-11-29,,,Shere Bangla National Stadium,Mohammad Hafeez,Pakistan,20,Bangladesh,39,87
540173 - West Indies vs Australia,West Indies,Australia,11-Dec,2012-03-27,Australia in West Indies T20I Series,1,"""Beausejour Stadium",SR Watson,Australia,5,West Indies,76,76
540173 - West Indies vs Australia,West Indies,Australia,11-Dec,2012-03-27,Australia in West Indies T20I Series,1,"""Beausejour Stadium",SR Watson,Australia,10,West Indies,24,100
540173 - West Indies vs Australia,West Indies,Australia,11-Dec,2012-03-27,Australia in West Indies T20I Series,1,"""Beausejour Stadium",SR Watson,Australia,15,West Indies,33,133
540173 - West Indies vs Australia,West Indies,Australia,11-Dec,2012-03-27,Australia in West Indies T20I Series,1,"""Beausejour Stadium",SR Watson,Australia,20,West Indies,49,182
540173 - West Indies vs Australia,West Indies,Australia,11-Dec,2012-03-27,Australia in West Indies T20I Series,1,"""Beausejour Stadium",SR Watson,Australia,5,Australia,32,32
540173 - West Indies vs Australia,West Indies,Australia,11-Dec,2012-03-27,Australia in West Indies T20I Series,1,"""Beausejour Stadium",SR Watson,Australia,10,Australia,38,70
540173 - West Indies vs Australia,West Indies,Australia,11-Dec,2012-03-27,Australia in West Indies T20I Series,1,"""Beausejour Stadium",SR Watson,Australia,15,Australia,38,108
540173 - West Indies vs Australia,West Indies,Australia,11-Dec,2012-03-27,Australia in West Indies T20I Series,1,"""Beausejour Stadium",SR Watson,Australia,20,Australia,42,150
540174 - West Indies vs Australia,West Indies,Australia,11-Dec,2012-03-30,Australia in West Indies T20I Series,2,"""Kensington Oval",DR Smith,West Indies,5,West Indies,47,47
540174 - West Indies vs Australia,West Indies,Australia,11-Dec,2012-03-30,Australia in West Indies T20I Series,2,"""Kensington Oval",DR Smith,West Indies,10,West Indies,30,77
540174 - West Indies vs Australia,West Indies,Australia,11-Dec,2012-03-30,Australia in West Indies T20I Series,2,"""Kensington Oval",DR Smith,West Indies,15,West Indies,38,115
540174 - West Indies vs Australia,West Indies,Australia,11-Dec,2012-03-30,Australia in West Indies T20I Series,2,"""Kensington Oval",DR Smith,West Indies,20,West Indies,44,159
540174 - West Indies vs Australia,West Indies,Australia,11-Dec,2012-03-30,Australia in West Indies T20I Series,2,"""Kensington Oval",DR Smith,West Indies,5,Australia,27,27
540174 - West Indies vs Australia,West Indies,Australia,11-Dec,2012-03-30,Australia in West Indies T20I Series,2,"""Kensington Oval",DR Smith,West Indies,10,Australia,35,62
540174 - West Indies vs Australia,West Indies,Australia,11-Dec,2012-03-30,Australia in West Indies T20I Series,2,"""Kensington Oval",DR Smith,West Indies,15,Australia,40,102
540174 - West Indies vs Australia,West Indies,Australia,11-Dec,2012-03-30,Australia in West Indies T20I Series,2,"""Kensington Oval",DR Smith,West Indies,20,Australia,40,142
543883 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-22,Ireland in Kenya T20I Series,1,Mombasa Sports Club Ground,GH Dockrell,Ireland,5,Kenya,38,38
543883 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-22,Ireland in Kenya T20I Series,1,Mombasa Sports Club Ground,GH Dockrell,Ireland,10,Kenya,22,60
543883 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-22,Ireland in Kenya T20I Series,1,Mombasa Sports Club Ground,GH Dockrell,Ireland,15,Kenya,49,109
543883 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-22,Ireland in Kenya T20I Series,1,Mombasa Sports Club Ground,GH Dockrell,Ireland,20,Kenya,65,174
543883 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-22,Ireland in Kenya T20I Series,1,Mombasa Sports Club Ground,GH Dockrell,Ireland,5,Ireland,53,53
543883 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-22,Ireland in Kenya T20I Series,1,Mombasa Sports Club Ground,GH Dockrell,Ireland,10,Ireland,21,74
543883 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-22,Ireland in Kenya T20I Series,1,Mombasa Sports Club Ground,GH Dockrell,Ireland,15,Ireland,30,104
543883 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-22,Ireland in Kenya T20I Series,1,Mombasa Sports Club Ground,GH Dockrell,Ireland,20,Ireland,29,133
543884 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-23,Ireland in Kenya T20I Series,2,Mombasa Sports Club Ground,PR Stirling,Ireland,5,Kenya,22,22
543884 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-23,Ireland in Kenya T20I Series,2,Mombasa Sports Club Ground,PR Stirling,Ireland,10,Kenya,31,53
543884 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-23,Ireland in Kenya T20I Series,2,Mombasa Sports Club Ground,PR Stirling,Ireland,15,Kenya,16,69
543884 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-23,Ireland in Kenya T20I Series,2,Mombasa Sports Club Ground,PR Stirling,Ireland,20,Kenya,37,106
543884 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-23,Ireland in Kenya T20I Series,2,Mombasa Sports Club Ground,PR Stirling,Ireland,5,Ireland,64,64
543884 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-23,Ireland in Kenya T20I Series,2,Mombasa Sports Club Ground,PR Stirling,Ireland,10,Ireland,63,127
