match,team1,team2,season,date,series,match_number,venue,player_of_match,winner,over,team,runs,runs_total
543884 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-23,Ireland in Kenya T20I Series,2,Mombasa Sports Club Ground,PR Stirling,Ireland,15,Ireland,38,165
543884 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-23,Ireland in Kenya T20I Series,2,Mombasa Sports Club Ground,PR Stirling,Ireland,20,Ireland,31,196
543885 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-24,Ireland in Kenya T20I Series,3,Mombasa Sports Club Ground,SO Ngoche,Ireland,5,Ireland,27,27
543885 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-24,Ireland in Kenya T20I Series,3,Mombasa Sports Club Ground,SO Ngoche,Ireland,10,Ireland,45,72
543885 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-24,Ireland in Kenya T20I Series,3,Mombasa Sports Club Ground,SO Ngoche,Ireland,15,Ireland,28,100
543885 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-24,Ireland in Kenya T20I Series,3,Mombasa Sports Club Ground,SO Ngoche,Ireland,20,Ireland,24,124
543885 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-24,Ireland in Kenya T20I Series,3,Mombasa Sports Club Ground,SO Ngoche,Ireland,5,Kenya,18,18
543885 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-24,Ireland in Kenya T20I Series,3,Mombasa Sports Club Ground,SO Ngoche,Ireland,10,Kenya,36,54
543885 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-24,Ireland in Kenya T20I Series,3,Mombasa Sports Club Ground,SO Ngoche,Ireland,15,Kenya,25,79
543885 - Kenya vs Ireland,Kenya,Ireland,11-Dec,2012-02-24,Ireland in Kenya T20I Series,3,Mombasa Sports Club Ground,SO Ngoche,Ireland,20,Kenya,36,115
546410 - Canada vs Netherlands,Canada,Netherlands,11-Dec,2012-03-13,,5,Dubai International Cricket Stadium,Mudassar Bukhari,Netherlands,5,Netherlands,38,38
546410 - Canada vs Netherlands,Canada,Netherlands,11-Dec,2012-03-13,,5,Dubai International Cricket Stadium,Mudassar Bukhari,Netherlands,10,Netherlands,24,62
546410 - Canada vs Netherlands,Canada,Netherlands,11-Dec,2012-03-13,,5,Dubai International Cricket Stadium,Mudassar Bukhari,Netherlands,15,Netherlands,43,105
546410 - Canada vs Netherlands,Canada,Netherlands,11-Dec,2012-03-13,,5,Dubai International Cricket Stadium,Mudassar Bukhari,Netherlands,20,Netherlands,40,145
546410 - Canada vs Netherlands,Canada,Netherlands,11-Dec,2012-03-13,,5,Dubai International Cricket Stadium,Mudassar Bukhari,Netherlands,5,Canada,29,29
546410 - Canada vs Netherlands,Canada,Netherlands,11-Dec,2012-03-13,,5,Dubai International Cricket Stadium,Mudassar Bukhari,Netherlands,10,Canada,45,74
546410 - Canada vs Netherlands,Canada,Netherlands,11-Dec,2012-03-13,,5,Dubai International Cricket Stadium,Mudassar Bukhari,Netherlands,15,Canada,30,104
546410 - Canada vs Netherlands,Canada,Netherlands,11-Dec,2012-03-13,,5,Dubai International Cricket Stadium,Mudassar Bukhari,Netherlands,20,Canada,30,134
546418 - Afghanistan vs Netherlands,Afghanistan,Netherlands,11-Dec,2012-03-14,,13,Dubai International Cricket Stadium,Mohammad Shahzad,Afghanistan,5,Netherlands,36,36
546418 - Afghanistan vs Netherlands,Afghanistan,Netherlands,11-Dec,2012-03-14,,13,Dubai International Cricket Stadium,Mohammad Shahzad,Afghanistan,10,Netherlands,58,94
546418 - Afghanistan vs Netherlands,Afghanistan,Netherlands,11-Dec,2012-03-14,,13,Dubai International Cricket Stadium,Mohammad Shahzad,Afghanistan,15,Netherlands,78,172
546418 - Afghanistan vs Netherlands,Afghanistan,Netherlands,11-Dec,2012-03-14,,13,Dubai International Cricket Stadium,Mohammad Shahzad,Afghanistan,20,Netherlands,47,219
546418 - Afghanistan vs Netherlands,Afghanistan,Netherlands,11-Dec,2012-03-14,,13,Dubai International Cricket Stadium,Mohammad Shahzad,Afghanistan,5,Afghanistan,56,56
546418 - Afghanistan vs Netherlands,Afghanistan,Netherlands,11-Dec,2012-03-14,,13,Dubai International Cricket Stadium,Mohammad Shahzad,Afghanistan,10,Afghanistan,35,91
546418 - Afghanistan vs Netherlands,Afghanistan,Netherlands,11-Dec,2012-03-14,,13,Dubai International Cricket Stadium,Mohammad Shahzad,Afghanistan,15,Afghanistan,64,155
546418 - Afghanistan vs Netherlands,Afghanistan,Netherlands,11-Dec,2012-03-14,,13,Dubai International Cricket Stadium,Mohammad Shahzad,Afghanistan,20,Afghanistan,78,233
546442 - Ireland vs Scotland,Ireland,Scotland,11-Dec,2012-03-18,,38,Dubai International Cricket Stadium,EC Joyce,Ireland,5,Ireland,39,39
546442 - Ireland vs Scotland,Ireland,Scotland,11-Dec,2012-03-18,,38,Dubai International Cricket Stadium,EC Joyce,Ireland,10,Ireland,39,78
546442 - Ireland vs Scotland,Ireland,Scotland,11-Dec,2012-03-18,,38,Dubai International Cricket Stadium,EC Joyce,Ireland,15,Ireland,36,114
546442 - Ireland vs Scotland,Ireland,Scotland,11-Dec,2012-03-18,,38,Dubai International Cricket Stadium,EC Joyce,Ireland,20,Ireland,39,153
546442 - Ireland vs Scotland,Ireland,Scotland,11-Dec,2012-03-18,,38,Dubai International Cricket Stadium,EC Joyce,Ireland,5,Scotland,35,35
546442 - Ireland vs Scotland,Ireland,Scotland,11-Dec,2012-03-18,,38,Dubai International Cricket Stadium,EC Joyce,Ireland,10,Scotland,43,78
546442 - Ireland vs Scotland,Ireland,Scotland,11-Dec,2012-03-18,,38,Dubai International Cricket Stadium,EC Joyce,Ireland,15,Scotland,38,116
546442 - Ireland vs Scotland,Ireland,Scotland,11-Dec,2012-03-18,,38,Dubai International Cricket Stadium,EC Joyce,Ireland,20,Scotland,61,177
546443 - Afghanistan vs Canada,Afghanistan,Canada,11-Dec,2012-03-18,,37,ICC Global Cricket Academy,Samiullah Shenwari,Afghanistan,5,Afghanistan,26,26
546443 - Afghanistan vs Canada,Afghanistan,Canada,11-Dec,2012-03-18,,37,ICC Global Cricket Academy,Samiullah Shenwari,Afghanistan,10,Afghanistan,26,52
546443 - Afghanistan vs Canada,Afghanistan,Canada,11-Dec,2012-03-18,,37,ICC Global Cricket Academy,Samiullah Shenwari,Afghanistan,15,Afghanistan,37,89
546443 - Afghanistan vs Canada,Afghanistan,Canada,11-Dec,2012-03-18,,37,ICC Global Cricket Academy,Samiullah Shenwari,Afghanistan,20,Afghanistan,27,116
546443 - Afghanistan vs Canada,Afghanistan,Canada,11-Dec,2012-03-18,,37,ICC Global Cricket Academy,Samiullah Shenwari,Afghanistan,5,Canada,31,31
546443 - Afghanistan vs Canada,Afghanistan,Canada,11-Dec,2012-03-18,,37,ICC Global Cricket Academy,Samiullah Shenwari,Afghanistan,10,Canada,22,53
546443 - Afghanistan vs Canada,Afghanistan,Canada,11-Dec,2012-03-18,,37,ICC Global Cricket Academy,Samiullah Shenwari,Afghanistan,15,Canada,24,77
546443 - Afghanistan vs Canada,Afghanistan,Canada,11-Dec,2012-03-18,,37,ICC Global Cricket Academy,Samiullah Shenwari,Afghanistan,20,Canada,55,132
546470 - Ireland vs Netherlands,Ireland,Netherlands,11-Dec,2012-03-23,,,Dubai International Cricket Stadium,KJ O'Brien,Ireland,5,Netherlands,43,43
546470 - Ireland vs Netherlands,Ireland,Netherlands,11-Dec,2012-03-23,,,Dubai International Cricket Stadium,KJ O'Brien,Ireland,10,Netherlands,39,82
546470 - Ireland vs Netherlands,Ireland,Netherlands,11-Dec,2012-03-23,,,Dubai International Cricket Stadium,KJ O'Brien,Ireland,15,Netherlands,24,106
546470 - Ireland vs Netherlands,Ireland,Netherlands,11-Dec,2012-03-23,,,Dubai International Cricket Stadium,KJ O'Brien,Ireland,20,Netherlands,24,130
546470 - Ireland vs Netherlands,Ireland,Netherlands,11-Dec,2012-03-23,,,Dubai International Cricket Stadium,KJ O'Brien,Ireland,5,Ireland,28,28
546470 - Ireland vs Netherlands,Ireland,Netherlands,11-Dec,2012-03-23,,,Dubai International Cricket Stadium,KJ O'Brien,Ireland,10,Ireland,23,51
546470 - Ireland vs Netherlands,Ireland,Netherlands,11-Dec,2012-03-23,,,Dubai International Cricket Stadium,KJ O'Brien,Ireland,15,Ireland,38,89
546470 - Ireland vs Netherlands,Ireland,Netherlands,11-Dec,2012-03-23,,,Dubai International Cricket Stadium,KJ O'Brien,Ireland,20,Ireland,33,122
546473 - Canada vs Scotland,Canada,Scotland,11-Dec,2012-03-23,,,Dubai International Cricket Stadium,RD Berrington,Scotland,5,Canada,49,49
546473 - Canada vs Scotland,Canada,Scotland,11-Dec,2012-03-23,,,Dubai International Cricket Stadium,RD Berrington,Scotland,10,Canada,35,84
546473 - Canada vs Scotland,Canada,Scotland,11-Dec,2012-03-23,,,Dubai International Cricket Stadium,RD Berrington,Scotland,15,Canada,39,123
546473 - Canada vs Scotland,Canada,Scotland,11-Dec,2012-03-23,,,Dubai International Cricket Stadium,RD Berrington,Scotland,20,Canada,33,156
546473 - Canada vs Scotland,Canada,Scotland,11-Dec,2012-03-23,,,Dubai International Cricket Stadium,RD Berrington,Scotland,5,Scotland,29,29
546473 - Canada vs Scotland,Canada,Scotland,11-Dec,2012-03-23,,,Dubai International Cricket Stadium,RD Berrington,Scotland,10,Scotland,15,44
546473 - Canada vs Scotland,Canada,Scotland,11-Dec,2012-03-23,,,Dubai International Cricket Stadium,RD Berrington,Scotland,15,Scotland,39,83
546473 - Canada vs Scotland,Canada,Scotland,11-Dec,2012-03-23,,,Dubai International Cricket Stadium,RD Berrington,Scotland,20,Scotland,50,133
546477 - Afghanistan vs Ireland,Afghanistan,Ireland,11-Dec,2012-03-24,,,Dubai International Cricket Stadium,PR Stirling,Ireland,5,Afghanistan,24,24
546477 - Afghanistan vs Ireland,Afghanistan,Ireland,11-Dec,2012-03-24,,,Dubai International Cricket Stadium,PR Stirling,Ireland,10,Afghanistan,44,68
546477 - Afghanistan vs Ireland,Afghanistan,Ireland,11-Dec,2012-03-24,,,Dubai International Cricket Stadium,PR Stirling,Ireland,15,Afghanistan,44,112
546477 - Afghanistan vs Ireland,Afghanistan,Ireland,11-Dec,2012-03-24,,,Dubai International Cricket Stadium,PR Stirling,Ireland,20,Afghanistan,49,161
546477 - Afghanistan vs Ireland,Afghanistan,Ireland,11-Dec,2012-03-24,,,Dubai International Cricket Stadium,PR Stirling,Ireland,5,Ireland,39,39
546477 - Afghanistan vs Ireland,Afghanistan,Ireland,11-Dec,2012-03-24,,,Dubai International Cricket Stadium,PR Stirling,Ireland,10,Ireland,26,65
546477 - Afghanistan vs Ireland,Afghanistan,Ireland,11-Dec,2012-03-24,,,Dubai International Cricket Stadium,PR Stirling,Ireland,15,Ireland,39,104
546477 - Afghanistan vs Ireland,Afghanistan,Ireland,11-Dec,2012-03-24,,,Dubai International Cricket Stadium,PR Stirling,Ireland,20,Ireland,47,151
560921 - New Zealand vs West Indies,New Zealand,West Indies,2012,2012-06-30,New Zealand v West Indies T20I Series,1,Central Broward Regional Park Stadium Turf Ground,CH Gayle,West Indies,5,West Indies,28,28
560921 - New Zealand vs West Indies,New Zealand,West Indies,2012,2012-06-30,New Zealand v West Indies T20I Series,1,Central Broward Regional Park Stadium Turf Ground,CH Gayle,West Indies,10,West Indies,41,69
560921 - New Zealand vs West Indies,New Zealand,West Indies,2012,2012-06-30,New Zealand v West Indies T20I Series,1,Central Broward Regional Park Stadium Turf Ground,CH Gayle,West Indies,15,West Indies,46,115
560921 - New Zealand vs West Indies,New Zealand,West Indies,2012,2012-06-30,New Zealand v West Indies T20I Series,1,Central Broward Regional Park Stadium Turf Ground,CH Gayle,West Indies,20,West Indies,52,167
560921 - New Zealand vs West Indies,New Zealand,West Indies,2012,2012-06-30,New Zealand v West Indies T20I Series,1,Central Broward Regional Park Stadium Turf Ground,CH Gayle,West Indies,5,New Zealand,43,43
560921 - New Zealand vs West Indies,New Zealand,West Indies,2012,2012-06-30,New Zealand v West Indies T20I Series,1,Central Broward Regional Park Stadium Turf Ground,CH Gayle,West Indies,10,New Zealand,43,86
560921 - New Zealand vs West Indies,New Zealand,West Indies,2012,2012-06-30,New Zealand v West Indies T20I Series,1,Central Broward Regional Park Stadium Turf Ground,CH Gayle,West Indies,15,New Zealand,43,129
560921 - New Zealand vs West Indies,New Zealand,West Indies,2012,2012-06-30,New Zealand v West Indies T20I Series,1,Central Broward Regional Park Stadium Turf Ground,CH Gayle,West Indies,20,New Zealand,37,166
560922 - New Zealand vs West Indies,New Zealand,West Indies,2012,2012-07-01,New Zealand v West Indies T20I Series,2,Central Broward Regional Park Stadium Turf Ground,SP Narine,West Indies,5,West Indies,49,49
560922 - New Zealand vs West Indies,New Zealand,West Indies,2012,2012-07-01,New Zealand v West Indies T20I Series,2,Central Broward Regional Park Stadium Turf Ground,SP Narine,West Indies,10,West Indies,55,104
560922 - New Zealand vs West Indies,New Zealand,West Indies,2012,2012-07-01,New Zealand v West Indies T20I Series,2,Central Broward Regional Park Stadium Turf Ground,SP Narine,West Indies,15,West Indies,52,156
560922 - New Zealand vs West Indies,New Zealand,West Indies,2012,2012-07-01,New Zealand v West Indies T20I Series,2,Central Broward Regional Park Stadium Turf Ground,SP Narine,West Indies,20,West Indies,45,201
560922 - New Zealand vs West Indies,New Zealand,West Indies,2012,2012-07-01,New Zealand v West Indies T20I Series,2,Central Broward Regional Park Stadium Turf Ground,SP Narine,West Indies,5,New Zealand,60,60
560922 - New Zealand vs West Indies,New Zealand,West Indies,2012,2012-07-01,New Zealand v West Indies T20I Series,2,Central Broward Regional Park Stadium Turf Ground,SP Narine,West Indies,10,New Zealand,43,103
560922 - New Zealand vs West Indies,New Zealand,West Indies,2012,2012-07-01,New Zealand v West Indies T20I Series,2,Central Broward Regional Park Stadium Turf Ground,SP Narine,West Indies,15,New Zealand,36,139
560922 - New Zealand vs West Indies,New Zealand,West Indies,2012,2012-07-01,New Zealand v West Indies T20I Series,2,Central Broward Regional Park Stadium Turf Ground,SP Narine,West Indies,20,New Zealand,57,196
562437 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012,2012-06-01,Pakistan in Sri Lanka T20I Series,1,"""Mahinda Rajapaksa International Cricket Stadium",NLTC Perera,Sri Lanka,5,Sri Lanka,51,51
562437 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012,2012-06-01,Pakistan in Sri Lanka T20I Series,1,"""Mahinda Rajapaksa International Cricket Stadium",NLTC Perera,Sri Lanka,10,Sri Lanka,73,124
562437 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012,2012-06-01,Pakistan in Sri Lanka T20I Series,1,"""Mahinda Rajapaksa International Cricket Stadium",NLTC Perera,Sri Lanka,15,Sri Lanka,58,182
562437 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012,2012-06-01,Pakistan in Sri Lanka T20I Series,1,"""Mahinda Rajapaksa International Cricket Stadium",NLTC Perera,Sri Lanka,20,Sri Lanka,68,250
562437 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012,2012-06-01,Pakistan in Sri Lanka T20I Series,1,"""Mahinda Rajapaksa International Cricket Stadium",NLTC Perera,Sri Lanka,5,Pakistan,42,42
562437 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012,2012-06-01,Pakistan in Sri Lanka T20I Series,1,"""Mahinda Rajapaksa International Cricket Stadium",NLTC Perera,Sri Lanka,10,Pakistan,56,98
562437 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012,2012-06-01,Pakistan in Sri Lanka T20I Series,1,"""Mahinda Rajapaksa International Cricket Stadium",NLTC Perera,Sri Lanka,15,Pakistan,47,145
562437 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012,2012-06-01,Pakistan in Sri Lanka T20I Series,1,"""Mahinda Rajapaksa International Cricket Stadium",NLTC Perera,Sri Lanka,20,Pakistan,64,209
562438 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012,2012-06-03,Pakistan in Sri Lanka T20I Series,2,"""Mahinda Rajapaksa International Cricket Stadium",Shahid Afridi,Pakistan,5,Pakistan,46,46
562438 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012,2012-06-03,Pakistan in Sri Lanka T20I Series,2,"""Mahinda Rajapaksa International Cricket Stadium",Shahid Afridi,Pakistan,10,Pakistan,48,94
562438 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012,2012-06-03,Pakistan in Sri Lanka T20I Series,2,"""Mahinda Rajapaksa International Cricket Stadium",Shahid Afridi,Pakistan,15,Pakistan,43,137
562438 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012,2012-06-03,Pakistan in Sri Lanka T20I Series,2,"""Mahinda Rajapaksa International Cricket Stadium",Shahid Afridi,Pakistan,20,Pakistan,58,195
562438 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012,2012-06-03,Pakistan in Sri Lanka T20I Series,2,"""Mahinda Rajapaksa International Cricket Stadium",Shahid Afridi,Pakistan,5,Sri Lanka,34,34
562438 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012,2012-06-03,Pakistan in Sri Lanka T20I Series,2,"""Mahinda Rajapaksa International Cricket Stadium",Shahid Afridi,Pakistan,10,Sri Lanka,48,82
562438 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012,2012-06-03,Pakistan in Sri Lanka T20I Series,2,"""Mahinda Rajapaksa International Cricket Stadium",Shahid Afridi,Pakistan,15,Sri Lanka,41,123
562438 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2012,2012-06-03,Pakistan in Sri Lanka T20I Series,2,"""Mahinda Rajapaksa International Cricket Stadium",Shahid Afridi,Pakistan,20,Sri Lanka,45,168
564786 - Sri Lanka vs India,Sri Lanka,India,2012,2012-08-07,,,Pallekele International Cricket Stadium,IK Pathan,India,5,India,35,35
564786 - Sri Lanka vs India,Sri Lanka,India,2012,2012-08-07,,,Pallekele International Cricket Stadium,IK Pathan,India,10,India,47,82
564786 - Sri Lanka vs India,Sri Lanka,India,2012,2012-08-07,,,Pallekele International Cricket Stadium,IK Pathan,India,15,India,39,121
564786 - Sri Lanka vs India,Sri Lanka,India,2012,2012-08-07,,,Pallekele International Cricket Stadium,IK Pathan,India,20,India,69,190
564786 - Sri Lanka vs India,Sri Lanka,India,2012,2012-08-07,,,Pallekele International Cricket Stadium,IK Pathan,India,5,Sri Lanka,35,35
564786 - Sri Lanka vs India,Sri Lanka,India,2012,2012-08-07,,,Pallekele International Cricket Stadium,IK Pathan,India,10,Sri Lanka,22,57
564786 - Sri Lanka vs India,Sri Lanka,India,2012,2012-08-07,,,Pallekele International Cricket Stadium,IK Pathan,India,15,Sri Lanka,18,75
564786 - Sri Lanka vs India,Sri Lanka,India,2012,2012-08-07,,,Pallekele International Cricket Stadium,IK Pathan,India,20,Sri Lanka,44,119
565810 - India vs England,India,England,2012/13,2012-12-20,England in India T20I Series,1,Subrata Roy Sahara Stadium,Yuvraj Singh,India,5,England,22,22
565810 - India vs England,India,England,2012/13,2012-12-20,England in India T20I Series,1,Subrata Roy Sahara Stadium,Yuvraj Singh,India,10,England,39,61
565810 - India vs England,India,England,2012/13,2012-12-20,England in India T20I Series,1,Subrata Roy Sahara Stadium,Yuvraj Singh,India,15,England,42,103
565810 - India vs England,India,England,2012/13,2012-12-20,England in India T20I Series,1,Subrata Roy Sahara Stadium,Yuvraj Singh,India,20,England,41,144
565810 - India vs England,India,England,2012/13,2012-12-20,England in India T20I Series,1,Subrata Roy Sahara Stadium,Yuvraj Singh,India,5,India,29,29
565810 - India vs England,India,England,2012/13,2012-12-20,England in India T20I Series,1,Subrata Roy Sahara Stadium,Yuvraj Singh,India,10,India,37,66
565810 - India vs England,India,England,2012/13,2012-12-20,England in India T20I Series,1,Subrata Roy Sahara Stadium,Yuvraj Singh,India,15,India,38,104
565810 - India vs England,India,England,2012/13,2012-12-20,England in India T20I Series,1,Subrata Roy Sahara Stadium,Yuvraj Singh,India,20,India,41,145
